genres,id,original_language,release_date,title,vote_average
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",417859,en,2011-10-28,Puss in Boots,6.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",60420,en,2011-10-28,Like Crazy,6.4
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",211557,en,2012-10-28,Vessel,5.9
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11377,en,1999-10-29,House on Haunted Hill,5.5
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",108346,en,1999-10-29,Dreaming of Joseph Lees,8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1677,en,2004-10-29,Ray,7.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",17334,en,2008-10-29,The Other End of the Line,6.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",24684,en,2009-10-29,An Education,6.8
"[{""id"": 18, ""name"": ""Drama""}]",31007,en,2010-10-29,Welcome to the Rileys,6.4
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",46146,nb,2010-10-29,Troll Hunter,6.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",133698,fr,2012-10-29,Fly Me to the Moon,5.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",76338,en,2013-10-29,Thor: The Dark World,6.8
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",862,en,1995-10-30,Toy Story,7.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",46889,en,1998-10-30,Living Out Loud,5.3
"[{""id"": 18, ""name"": ""Drama""}]",73,en,1998-10-30,American History X,8.2
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",863,en,1999-10-30,Toy Story 2,7.3
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",11456,en,2001-10-30,Domestic Disturbance,5.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",18840,en,2005-10-30,The White Countess,6.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10764,en,2008-10-30,Quantum of Solace,6.1
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",10527,en,2008-10-30,Madagascar: Escape 2 Africa,6.2
"[{""id"": 18, ""name"": ""Drama""}]",83860,en,2011-10-30,October Baby,6.8
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",175574,en,2013-10-30,Free Birds,5.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",293644,es,2015-10-30,Top Cat Begins,5.3
"[{""id"": 27, ""name"": ""Horror""}]",10014,en,1985-10-31,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",454,en,1996-10-31,Romeo + Juliet,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10871,en,1997-10-31,Switchback,5.8
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",61337,en,1997-10-31,Critical Care,6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",26916,en,2000-10-31,Mercy Streets,5.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2110,fr,2001-10-31,Wasabi,6.2
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",8427,en,2002-10-31,I Spy,5.2
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9021,en,2002-10-31,The Santa Clause 2,5.5
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",170,en,2002-10-31,28 Days Later,7.1
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",30867,en,2006-10-31,Scott Walker: 30 Century Man,7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",14745,en,2008-10-31,The Haunting of Molly Hartley,4.3
"[{""id"": 35, ""name"": ""Comedy""}]",137093,en,2013-10-31,Last Vegas,6.4
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",290864,cn,2014-10-31,Kung Fu Jungle,6.5
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",245700,en,2014-10-31,Mr. Turner,6.3
"[{""id"": 27, ""name"": ""Horror""}]",287524,en,2014-10-31,Fear Clinic,4
"[{""id"": 99, ""name"": ""Documentary""}]",296943,en,2014-10-31,The Hadza:  Last of the First,0
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",756,en,1940-11-13,Fantasia,7.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",45226,en,1981-11-13,The Pursuit of D.B. Cooper,6.8
"[{""id"": 35, ""name"": ""Comedy""}]",10246,en,1981-11-13,Porky's,6.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",865,en,1987-11-13,The Running Man,6.4
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",6114,en,1992-11-13,Dracula,7.1
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3600,en,1998-11-13,I Still Know What You Did Last Summer,5.1
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",9741,en,2000-11-13,Unbreakable,6.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",672,en,2002-11-13,Harry Potter and the Chamber of Secrets,7.4
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",28089,en,2009-11-13,The Messenger,7.1
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",50620,en,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,6.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",132316,hi,2012-11-13,Jab Tak Hai Jaan,7.3
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",336004,en,2015-11-13,Heist,5.6
"[{""id"": 18, ""name"": ""Drama""}]",334531,en,2015-11-13,My All American,6.8
"[{""id"": 18, ""name"": ""Drama""}]",1578,en,1980-11-14,Raging Bull,7.7
"[{""id"": 27, ""name"": ""Horror""}]",377,en,1984-11-14,A Nightmare on Elm Street,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",409,en,1996-11-14,The English Patient,7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",4824,en,1997-11-14,The Jackal,6.1
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",9414,en,1997-11-14,The Man Who Knew Too Little,6.5
"[{""id"": 12, ""name"": ""Adventure""}]",8619,en,2003-11-14,Master and Commander: The Far Side of the World,6.9
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10715,en,2003-11-14,Looney Tunes: Back in Action,5.6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",13537,en,2003-11-14,Shattered Glass,6.6
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11836,en,2004-11-14,The SpongeBob SquarePants Movie,6.7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36557,en,2006-11-14,Casino Royale,7.3
"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",13518,en,2008-11-14,Fuel,7
"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",205596,en,2014-11-14,The Imitation Game,8
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",297621,en,2014-11-14,There's Always Woodstock,5.4
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",105864,en,2015-11-14,The Good Dinosaur,6.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",22301,en,1930-11-15,Hell's Angels,6.1
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",39833,en,1956-11-15,Love Me Tender,5.5
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1598,en,1991-11-15,Cape Fear,7
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2300,en,1996-11-15,Space Jam,6.5
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",9279,en,1996-11-15,Jingle All the Way,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25189,en,1996-11-15,The Mirror Has Two Faces,6.5
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",10167,en,2002-11-15,Half Past Dead,4.6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6023,en,2007-11-15,P.S. I Love You,6.9
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",101299,en,2013-11-15,The Hunger Games: Catching Fire,7.4
"[{""id"": 35, ""name"": ""Comedy""}]",146304,en,2013-11-15,The Best Man Holiday,6.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",192134,en,2013-11-15,Dom Hemingway,5.8
"[{""id"": 99, ""name"": ""Documentary""}]",331745,en,2014-11-15,Top Spin,6.8
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",840,en,1977-11-16,Close Encounters of the Third Kind,7.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",710,en,1995-11-16,GoldenEye,6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",671,en,2001-11-16,Harry Potter and the Philosopher's Stone,7.5
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",13408,en,2001-11-16,The Wash,5.3
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",504,en,2003-11-16,Monster,7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7301,en,2005-11-16,Lonesome Jim,6.4
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]",9836,en,2006-11-16,Happy Feet,5.9
"[{""id"": 18, ""name"": ""Drama""}]",9672,en,2006-11-16,Infamous,6.4
"[{""id"": 18, ""name"": ""Drama""}]",21074,en,2007-11-16,Brick Lane,5.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",140823,en,2013-11-16,Saving Mr. Banks,7.3
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",193,en,1994-11-17,Star Trek: Generations,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9087,en,1995-11-17,The American President,6.5
"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",8871,en,2000-11-17,How the Grinch Stole Christmas,6.2
"[{""id"": 878, ""name"": ""Science Fiction""}]",8452,en,2000-11-17,The 6th Day,5.7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14295,en,2000-11-17,You Can Count on Me,6.8
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",8007,en,2001-11-17,Behind Enemy Lines,6
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12149,en,2001-11-17,Frailty,7
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36669,en,2002-11-17,Die Another Day,5.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 37, ""name"": ""Western""}]",8053,en,2005-11-17,The Three Burials of Melquiades Estrada,7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",9809,en,2006-11-17,Let's Go to Prison,5.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",16564,nl,2008-11-17,Winter in Wartime,6.8
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",65759,en,2011-11-17,Happy Feet Two,5.8
"[{""id"": 18, ""name"": ""Drama""}]",510,en,1975-11-18,One Flew Over the Cuckoo's Nest,8.2
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10269,en,1983-11-18,Yentl,6.2
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",850,en,1983-11-18,A Christmas Story,7.4
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",12144,en,1988-11-18,The Land Before Time,7
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1883,en,1992-11-18,Malcolm X,7.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",597,en,1997-11-18,Titanic,7.5
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",11975,en,1997-11-18,The Rainmaker,6.7
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1535,en,2001-11-18,Spy Game,6.8
"[{""id"": 18, ""name"": ""Drama""}]",6972,en,2008-11-18,Australia,6.3
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",43539,en,2010-11-18,The Next Three Days,6.9
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",60422,en,2011-11-18,Another Happy Day,6.2
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",131631,en,2014-11-18,The Hunger Games: Mockingjay - Part 1,6.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",131634,en,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.6
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",10935,en,1980-11-19,Heaven's Gate,6.4
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",772,en,1992-11-19,Home Alone 2: Lost in New York,6.3
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2059,en,2004-11-19,National Treasure,6.4
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,ja,2004-11-19,Howl's Moving Castle,8.2
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10362,en,2008-11-19,Two Lovers,6.6
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",16866,en,2009-11-19,Planet 51,5.6
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",15582,en,1987-11-20,Teen Wolf Too,3.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",165,en,1989-11-20,Back to the Future Part II,7.4
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",169,en,1990-11-20,Predator 2,5.9
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9444,en,1997-11-20,Anastasia,7.4
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9798,en,1998-11-20,Enemy of the State,6.7
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",14444,en,1998-11-20,The Rugrats Movie,5.7
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",4523,en,2007-11-20,Enchanted,6.6
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8966,en,2008-11-20,Twilight,5.8
"[{""id"": 18, ""name"": ""Drama""}]",22881,en,2009-11-20,The Blind Side,7.2
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",87827,en,2012-11-20,Life of Pi,7.2
[],328307,en,2014-11-20,Rise of the Entrepreneur: The Search for a Better Way,8
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",205775,en,2015-11-20,In the Heart of the Sea,6.5
"[{""id"": 18, ""name"": ""Drama""}]",345003,en,2015-11-20,10 Days in a Madhouse,4.3
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",334527,en,2015-11-20,Criminal Activities,5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",301325,de,2015-11-20,#Horror,3.3
"[{""id"": 18, ""name"": ""Drama""}]",1366,en,1976-11-21,Rocky,7.5
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10017,en,1986-11-21,The Wraith,5.9
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11517,en,1995-11-21,Money Train,5.4
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",199,en,1996-11-21,Star Trek: First Contact,7
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",8197,en,1997-11-21,Midnight in the Garden of Good and Evil,6.3
"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9823,en,1997-11-21,Mortal Kombat: Annihilation,3.8
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",11469,en,2001-11-21,Black Knight,5.1
"[{""id"": 35, ""name"": ""Comedy""}]",14369,en,2001-11-21,Out Cold,5.8
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11458,en,2002-11-21,People I Know,5.5
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",10588,en,2003-11-21,The Cat in the Hat,4.9
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",4970,en,2003-11-21,Gothika,5.8
"[{""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1966,en,2004-11-21,Alexander,5.6
"[{""id"": 18, ""name"": ""Drama""}]",5123,en,2007-11-21,August Rush,7.1
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1620,en,2007-11-21,Hitman,5.9
"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",5876,en,2007-11-21,The Mist,6.7
"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13053,en,2008-11-21,Bolt,6.3
